step,time,loss,lr
0,1.9556195735931396,9.249267578125,0.0
1,6.568762302398682,9.25715446472168,5e-06
2,7.192526340484619,9.24362850189209,1e-05
3,7.726333141326904,9.236166000366211,1.5e-05
4,8.316331386566162,9.212425231933594,2e-05
5,8.837159872055054,9.201101303100586,2.5e-05
6,9.339901447296143,9.156933784484863,3e-05
7,9.868064403533936,9.124223709106445,3.5000000000000004e-05
8,10.343986988067627,9.085317611694336,4e-05
9,10.820010900497437,9.053790092468262,4.4999999999999996e-05
10,11.327537536621094,8.98737621307373,5e-05
11,11.839555025100708,8.945181846618652,5.5e-05
12,12.317321062088013,8.879712104797363,6e-05
13,12.805020809173584,8.79327392578125,6.500000000000001e-05
14,13.284049034118652,8.725381851196289,7.000000000000001e-05
15,13.730716466903687,8.654354095458984,7.5e-05
16,14.190850496292114,8.56378173828125,8e-05
17,14.658209562301636,8.477388381958008,8.5e-05
18,15.130183696746826,8.383970260620117,8.999999999999999e-05
19,15.596652030944824,8.301687240600586,9.5e-05
20,16.057997703552246,8.171143531799316,0.0001
21,16.522456407546997,8.138385772705078,0.000105
22,16.964871644973755,7.9937591552734375,0.00011
23,17.410698652267456,7.931624412536621,0.000115
24,17.870532989501953,7.821608066558838,0.00012
25,18.33332920074463,7.711422443389893,0.000125
26,18.788591384887695,7.59368371963501,0.00013000000000000002
27,19.240813970565796,7.57341194152832,0.000135
28,19.68138337135315,7.410189628601074,0.00014000000000000001
29,20.14789652824402,7.320527076721191,0.000145
30,20.595813274383545,7.208070755004883,0.00015
31,21.048834562301636,7.127345085144043,0.000155
32,21.502173900604248,7.005128860473633,0.00016
33,21.941846132278442,6.885226249694824,0.000165
34,22.38349986076355,6.805530548095703,0.00017
35,22.834161043167114,6.705586910247803,0.000175
36,23.29357647895813,6.599977493286133,0.00017999999999999998
37,23.74074673652649,6.530144691467285,0.000185
38,24.194512367248535,6.367778778076172,0.00019
39,24.639925479888916,6.297379016876221,0.00019500000000000002
40,25.07927393913269,6.14444637298584,0.0002
41,25.523828506469727,6.141489505767822,0.000205
42,25.971614599227905,5.966835975646973,0.00021
43,26.413004159927368,5.945201873779297,0.000215
44,26.856327533721924,5.87202262878418,0.00022
45,27.305487871170044,5.702232360839844,0.00022500000000000002
46,27.745238065719604,5.661089897155762,0.00023
47,28.193143606185913,5.635406494140625,0.000235
48,28.643242120742798,5.501092910766602,0.00024
49,29.093711614608765,5.511543273925781,0.000245
50,29.53999352455139,5.507162094116211,0.00025
51,29.984795093536377,5.406964302062988,0.000255
52,30.428431272506714,5.321563720703125,0.00026000000000000003
53,30.871830463409424,5.30813455581665,0.00026500000000000004
54,31.31072235107422,5.353065490722656,0.00027
55,31.75529432296753,5.226017951965332,0.000275
56,32.196017026901245,5.153139114379883,0.00028000000000000003
57,32.63501572608948,5.036437034606934,0.000285
58,33.07567381858826,5.049902439117432,0.00029
59,33.51994347572327,4.964393615722656,0.000295
60,33.95901846885681,4.912047863006592,0.0003
61,34.40448474884033,4.944931983947754,0.000305
62,34.84843468666077,4.831579685211182,0.00031
63,35.29435443878174,4.769206523895264,0.000315
64,35.733065128326416,4.816130638122559,0.00032
65,36.180121421813965,4.682196140289307,0.00032500000000000004
66,36.62836217880249,4.705334186553955,0.00033
67,37.07147812843323,4.82124662399292,0.000335
68,37.51310443878174,4.713972091674805,0.00034
69,37.956421852111816,4.689360618591309,0.000345
70,38.408122539520264,4.673944473266602,0.00035
71,38.85769772529602,4.6500244140625,0.000355
72,39.297889947891235,4.573467254638672,0.00035999999999999997
73,39.737850189208984,4.462876319885254,0.000365
74,40.17994570732117,4.44243049621582,0.00037
75,40.62263059616089,4.5404253005981445,0.000375
76,41.06513833999634,4.385919094085693,0.00038
77,41.51138877868652,4.408890724182129,0.00038500000000000003
78,41.960806369781494,4.317643165588379,0.00039000000000000005
79,42.403132915496826,4.345582008361816,0.000395
80,42.848023414611816,4.325841426849365,0.0004
81,43.293498039245605,4.364048957824707,0.00040500000000000003
82,43.736363649368286,4.33934211730957,0.00041
83,44.176607608795166,4.259849548339844,0.000415
84,44.62214803695679,4.334772109985352,0.00042
85,45.06652879714966,4.320528507232666,0.000425
86,45.51998257637024,4.137179374694824,0.00043
87,45.965383768081665,4.1747331619262695,0.000435
88,46.40912055969238,4.287285804748535,0.00044
89,46.86244058609009,4.1921892166137695,0.00044500000000000003
90,47.30343222618103,4.095542907714844,0.00045000000000000004
91,47.74599885940552,4.122216701507568,0.000455
92,48.19328808784485,4.121026515960693,0.00046
93,48.63291668891907,4.221107006072998,0.000465
94,49.074135303497314,4.150818347930908,0.00047
95,49.520472288131714,4.087845802307129,0.000475
96,49.961665391922,3.9679665565490723,0.00048
97,50.404016733169556,4.015708923339844,0.00048499999999999997
98,50.846558570861816,4.108638763427734,0.00049
99,51.28882431983948,3.9420671463012695,0.000495
100,51.731775999069214,4.006678581237793,0.0005
101,52.17404651641846,3.9393577575683594,0.000505
102,52.613656520843506,3.830374240875244,0.00051
103,53.05835723876953,3.797349214553833,0.000515
104,53.50797891616821,3.935245990753174,0.0005200000000000001
105,53.95822477340698,3.8685801029205322,0.0005250000000000001
106,54.40366721153259,3.893204689025879,0.0005300000000000001
107,54.86018633842468,3.9980146884918213,0.000535
108,55.308512449264526,3.8040122985839844,0.00054
109,55.76669001579285,3.8031740188598633,0.000545
110,56.21373391151428,3.8916733264923096,0.00055
111,56.663089752197266,3.739177703857422,0.000555
112,57.12968111038208,3.8826465606689453,0.0005600000000000001
113,57.5776629447937,3.839460849761963,0.000565
114,58.030067682266235,3.786511182785034,0.00057
115,58.4756338596344,3.85019588470459,0.000575
116,58.92154288291931,3.753056526184082,0.00058
117,59.36763072013855,3.6222729682922363,0.000585
118,59.82302904129028,3.6899495124816895,0.00059
119,60.27903437614441,3.829714059829712,0.0005949999999999999
120,60.725831508636475,3.804457664489746,0.0006
121,61.178322076797485,3.6761386394500732,0.000605
122,61.63065481185913,3.744018793106079,0.00061
123,62.08214330673218,3.6647300720214844,0.000615
124,62.53169131278992,3.5210812091827393,0.00062
125,62.99804353713989,3.731259346008301,0.000625
126,63.44598937034607,3.575697660446167,0.00063
127,63.90224075317383,3.5767321586608887,0.000635
128,64.35571098327637,3.6536121368408203,0.00064
129,64.80617451667786,3.7974629402160645,0.0006450000000000001
130,65.26055884361267,3.576500177383423,0.0006500000000000001
131,65.70653200149536,3.536262035369873,0.0006550000000000001
132,66.15491604804993,3.636246681213379,0.00066
133,66.60732245445251,3.4527034759521484,0.000665
134,67.05042743682861,3.556459426879883,0.00067
135,67.50237727165222,3.469932794570923,0.000675
136,67.95060634613037,3.676939010620117,0.00068
137,68.40205407142639,3.49824595451355,0.0006850000000000001
138,68.8607075214386,3.5533266067504883,0.00069
139,69.30767917633057,3.52826189994812,0.000695
140,69.75345396995544,3.4971325397491455,0.0007
141,70.20100688934326,3.451155185699463,0.000705
142,70.64836287498474,3.547788143157959,0.00071
143,71.09572291374207,3.421140432357788,0.000715
144,71.55155992507935,3.5270681381225586,0.0007199999999999999
145,71.99936747550964,3.434288501739502,0.000725
146,72.45062828063965,3.331920623779297,0.00073
147,72.89942717552185,3.4644322395324707,0.000735
148,73.34677648544312,3.3886165618896484,0.00074
149,73.79550075531006,3.461662769317627,0.000745
150,74.24527883529663,3.4710588455200195,0.00075
151,74.70266437530518,3.3498873710632324,0.000755
152,75.1496250629425,3.4110565185546875,0.00076
153,75.60005927085876,3.4784622192382812,0.0007650000000000001
154,76.04739665985107,3.3212838172912598,0.0007700000000000001
155,76.49305844306946,3.4508659839630127,0.0007750000000000001
156,76.94335842132568,3.409363269805908,0.0007800000000000001
157,77.3993227481842,3.3080391883850098,0.000785
158,77.84446787834167,3.353778839111328,0.00079
159,78.29235625267029,3.3397812843322754,0.000795
160,78.74304103851318,3.3331985473632812,0.0008
161,79.19184279441833,3.2809619903564453,0.000805
162,79.63834834098816,3.467597484588623,0.0008100000000000001
163,80.08654356002808,3.3886492252349854,0.000815
164,80.53641200065613,3.341304302215576,0.00082
165,80.9854507446289,3.2483620643615723,0.000825
166,81.43174052238464,3.3229103088378906,0.00083
167,81.88207364082336,3.263026714324951,0.000835
168,82.32782125473022,3.3106777667999268,0.00084
169,82.77768611907959,3.147012233734131,0.0008449999999999999
170,83.23225140571594,3.384477138519287,0.00085
171,83.6805157661438,3.2714242935180664,0.000855
172,84.13145279884338,3.3077926635742188,0.00086
173,84.58838152885437,3.2092626094818115,0.000865
174,85.03570318222046,3.1905062198638916,0.00087
175,85.4862859249115,3.199629783630371,0.000875
176,85.93749713897705,3.242668390274048,0.00088
177,86.38531851768494,3.2592968940734863,0.000885
178,86.83497428894043,3.2156691551208496,0.0008900000000000001
179,87.28549933433533,3.163381576538086,0.0008950000000000001
180,87.73379802703857,3.2414000034332275,0.0009000000000000001
181,88.18721151351929,3.2767205238342285,0.0009050000000000001
182,88.63927388191223,3.178844690322876,0.00091
183,89.09329390525818,3.130094528198242,0.000915
184,89.5424017906189,3.3088185787200928,0.00092
185,89.99615907669067,3.1406118869781494,0.000925
186,90.44676542282104,3.1373450756073,0.00093
187,90.8924732208252,3.1173510551452637,0.0009350000000000001
188,91.33621835708618,3.262850284576416,0.00094
189,91.78012323379517,3.144345760345459,0.000945
190,92.22761940956116,3.184706211090088,0.00095
191,92.68666577339172,3.153568983078003,0.000955
192,93.14354729652405,3.166182041168213,0.00096
193,93.60434484481812,3.2351322174072266,0.000965
194,94.04965734481812,3.013352155685425,0.0009699999999999999
195,94.49401235580444,3.275512218475342,0.000975
196,94.94129371643066,3.026977300643921,0.00098
197,95.39532399177551,3.0739479064941406,0.000985
198,95.84225392341614,3.132067918777466,0.00099
199,96.29305863380432,3.227910041809082,0.000995
200,96.73824834823608,3.1077985763549805,0.001
201,97.18419218063354,3.2824549674987793,0.0009999999036171478
202,97.6361939907074,3.058816909790039,0.0009999996144686332
203,98.08189249038696,3.047492504119873,0.0009999991325545792
204,98.53056144714355,3.0606319904327393,0.000999998457875193
205,98.98341631889343,3.044088840484619,0.0009999975904307634
206,99.43240547180176,3.1700122356414795,0.0009999965302216617
207,99.88191413879395,2.9609789848327637,0.0009999952772483424
208,100.33091521263123,3.064875841140747,0.000999993831511342
209,100.78219056129456,3.1159563064575195,0.00099999219301128
210,101.22805309295654,3.022679328918457,0.0009999903617488582
211,101.67593669891357,2.964749574661255,0.000999988337724861
212,102.12695860862732,3.071439266204834,0.0009999861209401553
213,102.57313394546509,3.059450149536133,0.000999983711395691
214,103.0220422744751,2.9872841835021973,0.0009999811090925003
215,103.47062873840332,3.0867795944213867,0.0009999783140316977
216,103.9177827835083,2.8832449913024902,0.0009999753262144805
217,104.36235666275024,2.9985294342041016,0.0009999721456421288
218,104.81080293655396,2.9886059761047363,0.0009999687723160047
219,105.25869846343994,3.0119457244873047,0.0009999652062375537
220,105.70170378684998,3.0283594131469727,0.000999961447408303
221,106.15237140655518,3.077467441558838,0.0009999574958298632
222,106.60302352905273,3.0172629356384277,0.0009999533515039267
223,107.04964470863342,3.0345981121063232,0.0009999490144322685
224,107.49862551689148,3.0284230709075928,0.0009999444846167471
225,107.94541525840759,3.0648040771484375,0.0009999397620593029
226,108.39470100402832,3.0824198722839355,0.0009999348467619584
227,108.84040880203247,3.0247766971588135,0.0009999297387268192
228,109.29254817962646,3.0023996829986572,0.0009999244379560739
229,109.74256753921509,3.162538528442383,0.0009999189444519926
230,110.19391965866089,2.8441874980926514,0.0009999132582169292
231,110.63905811309814,2.971025228500366,0.0009999073792533188
232,111.08630561828613,3.0803275108337402,0.0009999013075636803
233,111.53419613838196,3.030956268310547,0.0009998950431506146
234,111.98248291015625,2.8885512351989746,0.0009998885860168047
235,112.43072867393494,2.989443778991699,0.000999881936165017
236,112.87775349617004,2.9207770824432373,0.0009998750935981003
237,113.32399821281433,3.0827584266662598,0.0009998680583189852
238,113.77573800086975,2.9776268005371094,0.0009998608303306857
239,114.21886372566223,2.9342575073242188,0.000999853409636298
240,114.67560887336731,2.9154231548309326,0.0009998457962390006
241,115.12214398384094,2.9831461906433105,0.0009998379901420555
242,115.57069706916809,2.9609034061431885,0.000999829991348806
243,116.02253031730652,3.0229387283325195,0.0009998217998626788
244,116.47351288795471,2.9567887783050537,0.0009998134156871828
245,116.9198408126831,2.884570598602295,0.0009998048388259095
246,117.37021970748901,2.9332332611083984,0.000999796069282533
247,117.81789922714233,2.8306198120117188,0.0009997871070608097
248,118.26737904548645,2.8775901794433594,0.0009997779521645793
249,118.71386981010437,2.917451858520508,0.0009997686045977628
250,119.16551375389099,2.9376871585845947,0.0009997590643643646
251,119.61019492149353,2.7950735092163086,0.0009997493314684715
252,120.06404137611389,3.1283695697784424,0.0009997394059142529
253,120.51242971420288,2.9290401935577393,0.0009997292877059602
254,120.95746684074402,2.8733088970184326,0.000999718976847928
255,121.405024766922,2.947333574295044,0.0009997084733445734
256,121.85512089729309,2.9110636711120605,0.0009996977772003953
257,122.30208945274353,2.984571695327759,0.0009996868884199757
258,122.75232720375061,2.888209581375122,0.0009996758070079793
259,123.199862241745,2.9749414920806885,0.0009996645329691525
260,123.64745330810547,2.9180314540863037,0.0009996530663083252
261,124.097092628479,2.8278701305389404,0.0009996414070304093
262,124.54267835617065,2.9636600017547607,0.000999629555140399
263,124.997394323349,3.0396039485931396,0.0009996175106433715
264,125.44574856758118,2.903763771057129,0.0009996052735444863
265,125.88915586471558,2.855760335922241,0.0009995928438489851
266,126.3328583240509,2.883145332336426,0.0009995802215621928
267,126.7794497013092,2.797783374786377,0.000999567406689516
268,127.22364664077759,2.8640379905700684,0.0009995543992364444
269,127.67367601394653,2.821680784225464,0.0009995411992085499
270,128.12017846107483,2.85074520111084,0.000999527806611487
271,128.56475281715393,2.615279197692871,0.0009995142214509927
272,129.0152232646942,2.766347646713257,0.0009995004437328865
273,129.4627902507782,2.8018503189086914,0.0009994864734630701
274,129.914954662323,2.8424110412597656,0.0009994723106475283
275,130.36279368400574,2.9589052200317383,0.0009994579552923275
276,130.81176137924194,2.774367332458496,0.0009994434074036176
277,131.2589111328125,2.859523296356201,0.00099942866698763
278,131.70441341400146,2.673506259918213,0.0009994137340506794
279,132.15231204032898,2.768057346343994,0.0009993986085991623
280,132.596937417984,2.952709674835205,0.0009993832906395582
281,133.04488921165466,2.7515506744384766,0.0009993677801784287
282,133.48957562446594,2.8370728492736816,0.000999352077222418
283,133.9364218711853,2.664212226867676,0.0009993361817782526
284,134.3806767463684,2.799088478088379,0.0009993200938527421
285,134.8290958404541,2.923957347869873,0.0009993038134527776
286,135.27894926071167,2.799691677093506,0.0009992873405853331
287,135.72580862045288,2.7459373474121094,0.0009992706752574652
288,136.17274832725525,2.6070446968078613,0.0009992538174763126
289,136.62029266357422,2.706310987472534,0.000999236767249097
290,137.0687620639801,2.8250975608825684,0.0009992195245831221
291,137.5194375514984,2.7383627891540527,0.0009992020894857739
292,137.96909737586975,2.7056291103363037,0.000999184461964521
293,138.41242909431458,2.6810779571533203,0.000999166642026915
294,138.86003160476685,2.8275442123413086,0.0009991486296805888
295,139.30292749404907,2.803072452545166,0.0009991304249332583
296,139.74884629249573,2.8196496963500977,0.0009991120277927223
297,140.19847345352173,2.7711524963378906,0.0009990934382668611
298,140.65004348754883,2.8080320358276367,0.000999074656363638
299,141.10046339035034,2.821460008621216,0.0009990556820910989
300,141.55062341690063,2.867058277130127,0.0009990365154573715
301,141.99698090553284,2.8686037063598633,0.0009990171564706661
302,142.44516038894653,2.7241361141204834,0.0009989976051392757
303,142.88982319831848,2.7901172637939453,0.0009989778614715751
304,143.34450840950012,2.915506601333618,0.0009989579254760224
305,143.7917606830597,2.8204946517944336,0.000998937797161157
306,144.24129629135132,2.7497689723968506,0.0009989174765356016
307,144.69055581092834,2.8337440490722656,0.0009988969636080607
308,145.13674664497375,2.8419933319091797,0.0009988762583873216
309,145.5806269645691,2.8306474685668945,0.0009988553608822534
310,146.02782082557678,2.690324306488037,0.0009988342711018084
311,146.48095726966858,2.814142942428589,0.0009988129890550204
312,146.92938256263733,2.7672200202941895,0.000998791514751006
313,147.37937450408936,2.772984504699707,0.0009987698481989645
314,147.828928232193,2.69679594039917,0.0009987479894081768
315,148.27828288078308,2.742298126220703,0.0009987259383880064
316,148.72588515281677,2.7556545734405518,0.0009987036951478994
317,149.17162203788757,2.614837646484375,0.0009986812596973844
318,149.61978268623352,2.8049354553222656,0.0009986586320460717
319,150.06844639778137,2.7394466400146484,0.0009986358122036543
320,150.5127248764038,2.6943607330322266,0.0009986128001799076
321,150.9572672843933,2.8126907348632812,0.0009985895959846891
322,151.4058997631073,2.663907051086426,0.0009985661996279387
323,151.85001277923584,2.720560073852539,0.0009985426111196788
324,152.29986357688904,2.7850656509399414,0.000998518830470014
325,152.74382376670837,2.7408881187438965,0.000998494857689131
326,153.19111847877502,2.7037441730499268,0.0009984706927872993
327,153.64380383491516,2.7488481998443604,0.00099844633577487
328,154.08776783943176,2.7235865592956543,0.000998421786662277
329,154.53761982917786,2.6622366905212402,0.0009983970454600364
330,154.98979473114014,2.734785556793213,0.0009983721121787463
331,155.43874621391296,2.6642985343933105,0.0009983469868290878
332,155.88851380348206,2.7816615104675293,0.0009983216694218235
333,156.33692741394043,2.5919570922851562,0.0009982961599677986
334,156.783038854599,2.6204428672790527,0.0009982704584779406
335,157.23118233680725,2.7348268032073975,0.0009982445649632592
336,157.6781177520752,2.6911277770996094,0.0009982184794348464
337,158.12250661849976,2.8878064155578613,0.0009981922019038762
338,158.5719928741455,2.701127529144287,0.000998165732381605
339,159.01555800437927,2.8020496368408203,0.000998139070879372
340,159.46603655815125,2.687880039215088,0.0009981122174085976
341,159.91103887557983,2.7770748138427734,0.0009980851719807854
342,160.35175943374634,2.6069517135620117,0.0009980579346075206
343,160.80178332328796,2.669907808303833,0.000998030505300471
344,161.2443687915802,2.714587688446045,0.000998002884071386
345,161.69142770767212,2.668241262435913,0.000997975070932098
346,162.1458113193512,2.721046209335327,0.0009979470658945213
347,162.58808064460754,2.741469383239746,0.0009979188689706521
348,163.03330826759338,2.6915571689605713,0.0009978904801725694
349,163.47678899765015,2.7104203701019287,0.0009978618995124338
350,163.92047476768494,2.6387088298797607,0.0009978331270024887
351,164.36844301223755,2.6156997680664062,0.0009978041626550588
352,164.8163616657257,2.6509170532226562,0.000997775006482552
353,165.26399683952332,2.654203176498413,0.0009977456584974573
354,165.70852732658386,2.7114272117614746,0.000997716118712347
355,166.15270066261292,2.753127336502075,0.0009976863871398749
356,166.6041922569275,2.713991165161133,0.000997656463792777
357,167.05154538154602,2.68852162361145,0.0009976263486838712
358,167.4986584186554,2.6352899074554443,0.0009975960418260584
359,167.94594025611877,2.7270939350128174,0.0009975655432323206
360,168.3949155807495,2.6473388671875,0.0009975348529157229
361,168.84057688713074,2.6578385829925537,0.000997503970889412
362,169.29145908355713,2.648749828338623,0.0009974728971666163
363,169.7361776828766,2.64426326751709,0.000997441631760647
364,170.17893505096436,2.63979434967041,0.0009974101746848974
365,170.62212109565735,2.668614149093628,0.0009973785259528426
366,171.06879806518555,2.6197257041931152,0.00099734668557804
367,171.51350784301758,2.597285747528076,0.000997314653574129
368,171.96384811401367,2.5999362468719482,0.0009972824299548308
369,172.4100739955902,2.6289055347442627,0.0009972500147339494
370,172.85517144203186,2.603781223297119,0.00099721740792537
371,173.30264449119568,2.687325954437256,0.000997184609543061
372,173.74668073654175,2.6549129486083984,0.0009971516196010713
373,174.1933286190033,2.7818994522094727,0.0009971184381135333
374,174.6423053741455,2.6425299644470215,0.000997085065094661
375,175.08846807479858,2.6458544731140137,0.00099705150055875
376,175.53286170959473,2.533867120742798,0.0009970177445201784
377,175.98043155670166,2.541747808456421,0.0009969837969934063
378,176.4289174079895,2.6968162059783936,0.0009969496579929754
379,176.87285208702087,2.6814332008361816,0.0009969153275335104
380,177.3201847076416,2.6170406341552734,0.000996880805629717
381,177.76492404937744,2.466641902923584,0.000996846092296383
382,178.21097230911255,2.7475218772888184,0.000996811187548379
383,178.65455651283264,2.660092830657959,0.0009967760914006566
384,179.0996870994568,2.6080617904663086,0.0009967408038682505
385,179.5426526069641,2.488656997680664,0.0009967053249662762
386,179.98573565483093,2.550428867340088,0.000996669654709932
387,180.43273067474365,2.4404125213623047,0.000996633793114498
388,180.87601017951965,2.6470093727111816,0.0009965977401953357
389,181.3225245475769,2.458940029144287,0.0009965614959678896
390,181.76709270477295,2.677457332611084,0.0009965250604476851
391,182.21223831176758,2.5554676055908203,0.0009964884336503303
392,182.65289974212646,2.5871903896331787,0.000996451615591515
393,183.09744429588318,2.6212568283081055,0.0009964146062870106
394,183.5412721633911,2.776548147201538,0.0009963774057526712
395,183.98515558242798,2.546677350997925,0.0009963400140044316
396,184.42937111854553,2.467957019805908,0.00099630243105831
397,184.87554025650024,2.5958046913146973,0.0009962646569304052
398,185.32449293136597,2.6729981899261475,0.0009962266916368986
399,185.7727451324463,2.5792088508605957,0.0009961885351940534
400,186.22459816932678,2.661724090576172,0.0009961501876182147
401,186.66660380363464,2.5596413612365723,0.000996111648925809
402,187.1125774383545,2.60776424407959,0.0009960729191333454
403,187.5608251094818,2.608736515045166,0.0009960339982574146
404,188.00935053825378,2.53408145904541,0.0009959948863146886
405,188.45586395263672,2.463986396789551,0.0009959555833219222
406,188.89966464042664,2.578249454498291,0.0009959160892959512
407,189.3460500240326,2.616558313369751,0.0009958764042536936
408,189.79080247879028,2.5412724018096924,0.0009958365282121495
409,190.23454236984253,2.6276912689208984,0.0009957964611884004
410,190.68013954162598,2.565225124359131,0.0009957562031996097
411,191.1289927959442,2.5232090950012207,0.0009957157542630228
412,191.57330012321472,2.607789993286133,0.0009956751143959663
413,192.01755356788635,2.5226078033447266,0.0009956342836158494
414,192.46234726905823,2.4851772785186768,0.0009955932619401626
415,192.90718603134155,2.578000783920288,0.0009955520493864784
416,193.3541295528412,2.68530011177063,0.000995510645972451
417,193.80210089683533,2.5254695415496826,0.0009954690517158158
418,194.2463095188141,2.535470962524414,0.0009954272666343911
419,194.6946301460266,2.534386396408081,0.000995385290746076
420,195.14253878593445,2.5866215229034424,0.0009953431240688516
421,195.5888226032257,2.573485851287842,0.0009953007666207807
422,196.04272747039795,2.5742149353027344,0.0009952582184200082
423,196.4880406856537,2.6651759147644043,0.0009952154794847603
424,196.9346318244934,2.585712432861328,0.0009951725498333448
425,197.38274812698364,2.6376986503601074,0.0009951294294841516
426,197.83391523361206,2.470465660095215,0.0009950861184556516
427,198.27478528022766,2.6427767276763916,0.0009950426167663986
428,198.72123742103577,2.6396026611328125,0.0009949989244350272
429,199.16465711593628,2.4885499477386475,0.0009949550414802533
430,199.61150002479553,2.582416296005249,0.0009949109679208753
431,200.0541889667511,2.5293939113616943,0.000994866703775773
432,200.50316739082336,2.601294994354248,0.0009948222490639075
433,200.94607424736023,2.552975654602051,0.0009947776038043222
434,201.39176893234253,2.4973607063293457,0.000994732768016141
